מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,מי הוסיפ/ה,הערות
בחנים ותרגולים מהמודל,"אילו מהמשפטים הבאים הוא הנכון?

",כניסת ה signal peptide אל תוך חלל ה ER תלוייה באופי החלבון המתורגם,"בתהליך תרגום של חלבון מופרש אחד, יש שימוש ביותר ממולקולות RNA אחת",בין תוצר תרגום של חלבון שחוצה ממברנה פעמיים על ידי פוליזומים חופשיים ובין תוצר של תרגום של אותו חלבון על ידי פוליזומים קשורים ל ER יהיה תמיד הבדל באורך,על מנת שהקצה הקרבוקסילי של החלבון המתורגם יהיה בתוך חלל ה ER יש צורך במספר אי-זוגי של stop transfer peptides,,,2,ER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,"כאשר ריבוזום הנמצא בציטוזול מתחיל לתרגם חלבון הפרשה/טרנסממברנלי, הוא עובר לממברנת ה- ER, מה גורם לכך?

","התנועה לעבר ה ER היא רנדומלית, אך החלבון המתורגם מביא להישארות הריבוזום על ממברנת ה ER עד גמר התרגום","הריבוזום לא עובר מהציטוזול ל ER, מדובר בשתי אוכלוסיות שונות של ריבוזומים",הריבוזום נלקח ל ER על ידי חלבון שמזהה את החלבון המתורגם,ה signal peptide של הריבוזום נחשף ולכן הריבוזום מועבר ל ER על ידי חלבון ה SRP,,,3,ER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,"מה תהינה ההשלכות של היפוך האוריינטציה של חלבון ה SRP-receptor (כך שחלקו הציטוזולי יופנה לחלל ה ER, ולהיפך)?

",אוריינטציה הפוכה של הרצפטור תמנע קישור ל SRP,חלבוני ההפרשה יתורגמו באורך מלא לציטוזול,"כל החלבונים הטרנסממברנלים יתורגמו על גבי ה ER, אך באוריינטציה הפוכה",לא יהיה תרגום של חלבונים הפרשה באורך מלא,תשובות ב וד נכונות,תשובות א וד נכונות,6,ER,TRUE,,טל,בוחן 1
בחנים ותרגולים מהמודל,"בהפרדה צנטריפוגלית המבוססת על גרדיאנט צפיפות של סוכרוז:

",אם נסרכז לזמן ממושך מדי כל המיקרוזומים יגיעו לתחתית המבחנה ולא נוכל להבדיל ביניהם,מיקרוזומים מה- rough ER גדולים יותר ולכן ישקעו למטה,"לאחר סרכוז והגעה לשווי משקל, מיקרוזומים מה- smooth ER ימצאו באזור בו צפיפות הסוכרוז שווה לצפיפות שלהם, ונמוכה מצפיפות ה-rough ER",חלקיקים בעלי אותו גודל ימצאו באותו מקום בגרדיאנט,,,3,ER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,"מה יקבע אם חלבון טרנסממברנלי יהיה מסוג II או מסוג III?

",קיומו של רצף ה-stop transfer,קיומו של רצף ה-signal peptide,אורכם של חלקי החלבון משני צדע המקטע הטרנסממברנלי,חלוקת המטענים לצדי המקטע הטרנסממברנלי,,,4,ER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,היכן נמצאים בדרך כלל האזורים ההידרופוביים של חלבון גלובולרי בעל מבנה שלישוני?,מפוזרים באופן אקראי,חשופים על פני השטח של החלבון,נוטים להיות על הלולאות החיצוניות של החלבון,"""קבורים"" במרכז הליבה של החלבון",,,4,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,מה אינו תפקיד של צ'פרון?,לפרוס (unfold) חלבונים לא מקופלים כראוי כדי לאפשר להם לעבור קיפול מחדש או פירוק,להגן על חלבונים מפני אינטראקציות מפריעות במהלך הקיפול,לעזור לחלבונים בתהליך הקיפול,לגרום לקיפול לא נכון (misfolding) של חלבונים כאשר הם לא מקופלים כראוי,,,4,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,מהו המנגנון בו פועל IRE1 בתגובה ל-ER stress?,עובר לגולג'י,מזרחן חלבון ציטוזולי מסיס,גורם לעריכת DNA המקודד לפקטור שעתוק,גורם לשחבור RNA המקודד לפקטור שעתוק,,,4,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,סמנו את המשפט הנכון ביותר בנוגע לייצוב מבנה שניוני של חלבון:,"מבנה של α-helix מייוצב ע""י קשרים קוולנטים בין אזורים מרוחקים בשלד (backbone) הפוליפפטיד","מבנה שניוני של חלבון מייוצב ע""י קשרי מימן בין אזורים שונים בשלד (backbone) הפוליפפטיד","מבנה של β-sheet מיוצב ע""י קשרים קוולנטים בין שיירי הצד (side chains) של חומצות האמינו","מבנה של α-helix מייוצב ע""י קשרים יוניים בין אזורים מרוחקים בשלד (backbone) הפוליפפטיד",,,2,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,מהם הצ'פרונים (chaperons)?,חלבונים האחראים על קיפול של חלבונים,אנזימי רסטריקציה,קו- פקטורים בסנתזה של חומצות גרעין,"מבצעי טרנספורט של רנ""א מהגרעין לציטופלסמה",,,1,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,"לעיתים בתהליך יצירת המבנה המרחבי של חלבון לאחר סינתזה, נוצרים קשרי SS ע""י האנזים (Protein disulfide isomerase (PDI . היכן האנזים PDI פעיל?",בציטופלסמה וב– ER הודות לכך שהתנאים הסביביתיים זהים בשני המקומות.,רק בציטופלסמה כיוון שהסביבה הינה מחזרת.,רק ב – ER כיוון שהסביבה הינה מחמצנת.,רק בליזוזום כיוון שדרושים תנאים חומציים על מנת לאפשר סינתזה של הקשרים.,,,3,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,מחסור של צ'אפרונים ב-ER יגרום ל:,חלבוני הפרשה ייצרו אגרגטים ב-ER ויצטברו שם בצורה שאינה מקופלת כהלכה,חלבוני הפרשה יצאו מה-ER כשהם אינם מקופלים,חלבוני הפרשה יצטברו בציטוזול בצורה שאינה מקופלת כהלכה,חלבוני הפרשה לא יתורגמו כהלכה ב-ER,,,1,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,איך הצ'אפרונים מזהים חלבונים שאינם מקופלים כהלכה?,לצ'אפרונים אין יכולת לזהות חלבונים שאינם מקופלים כהלכה.,בעזרת ה- PDI שמתקן קשרי S-S לא תקינים.,לכל חלבון קיים צ'אפרון ספציפי המזהה הואתו בצורתו הלא מקופלת ואחראי על קיפולו.,על ידי זיהוי וקישור לאזורים הידרופוביים חשופים על גבי חלבונים שלא קופלו כהלכה.,,,4,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,איזה מהתהליכים הבאים אינו מתרחש בחלל של הרטיקולום האנדופלסמטי?,יצירת קשרי s–s בין ציסטאינים,גליקוזילציה,פירוק חלבונים על ידי הפרוטאזום,קיפול חלבונים בעזרת צ'פרונים,הרכבה של תת יחידות לקומפלקס חלבוני,,3,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,סמנו את התשובה שאינה הנכונה,קלנקסין וקלרטקולין הינם חלבונים בעלי תפקיד דומה שאחד מעוגן לממברנת ה-ER והשני הוא חלבון מסיס.,קלנקסין הוא פקטור שעתוק שגורם לתרגום של צ׳פרונים בזמן עקה של ה-ER,קלנקסין הוא לקטין שנקשר לגלוקוז על גבי החלבון המתורגם,קלנקסין הוא צ׳פרון שאחראי על קיפול נכון של החלבון,,,2,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,סמנו את התשובה הנכונה:,"בזמן עקה, באופן זמני אף חלבון לא מסונתז",אנפינסן (Anfinsen) הראה שלחלבון אין אפשרות לתקן את הקיפול שלו אם הוא נהרס,ב-ER יש סביבה מחמצנת שמאפשרת חיזור של קשרי S-S,"בזמן עקה, ATF6 צריך לעבור ביקוע בגולג׳י כדי לבצע את תפקידו",,,4,קיפול חלבונים ובקרת איכות בER,FALSE,,טל,בוחן 1
בחנים ותרגולים מהמודל,איזה מהמשפטים הבאים אינו נכון?,היוביקוויטין הוא חלבון,יוביקוויטינציה דורשת ATP,יוביקוויטין נקשר לשיירי ארגינין בסובסטרט,בתהליך היוביקוויטינציה מעורבים שלושה אנזימים הפועלים באופן רציף,יוביקוויטינציה מבקרת יציבות של חלבונים,,3,יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
בחנים ותרגולים מהמודל,מה מאפיין את מולקולת היוביקויטין?,נקשרת לשיירי טירוזין בלבד,נקשרת לשיירי ליזין,נקשרת לשיירי אספרגין,נקשרת לקצה הקרבוקסילי של החלבון ללא תלות בחומצה האמינית,,,2,יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
בחנים ותרגולים מהמודל,מה מאפיין את החלבון E1?,E1 מאקטב מולקולות יוביקויטין,לכל חלבון מטרה קיים E1 ספציפי משלו,E1 אחראי להעברת היוביקויטין אל חלבון המטרה,E1 הוא חלבון ממברנלי,,,1,יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
בחנים ותרגולים מהמודל,"מהם המנגנונים המאפשרים סימון חלבונים ע""י יוביקויטין?",פוספורילציה של חלבון המטרה,תרגום מוגבר של יוביקויטין בתא,דיסוציאציה של חלבון ממסך מחלבון המטרה,ביקוע של קצה אמינו בחלבון החושף אותו ליוביקויטין,,,"1,3,4",יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
בחנים ותרגולים מהמודל,באילו איזורים בתא ישנם פרוטיאוזומים?,בגרעין ובציטופלזמה,ב-ER ובמיטוכונדריה,בגרעין וב-ER,בליזוזום,,,1,יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
בחנים ותרגולים מהמודל,אילו מהמשפטים אינו נכון לגביי הפרוטאוזום?,לאחר קשירה של החלבון אל תת היח' הרגולטורית שרשרת היוביקוויטין שסימנה אותו משתחררת אל מחוץ לפרוטאוזום,לפרוטאוזום שתי תת יח' רגולטוריות שתפקידן לזהות את שרשרת היוביקוויטין הנמצאת על פני חלבונים שיועדו לדגרדציה ולברור את החלבונים שעוברים פירוק בפרוטאוזום,חלבון מסומן לדגרדציה בפרוטאוזום על ידי E3 ubiquitin ligase המוסיף עליו את שרשרת היוביקוויטין,בתוך תת היח' הקטליטית של הפרוטאוזום נמצאים אנזימים הנקראים פרוטאזות ותפקידם לפרק חלבונים,,,3,יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
בחנים ותרגולים מהמודל,מה לא נכון לגבי הפרוטאזום?,הפרוטאזום כולל פרוטאזות במבנה שלו,תפקיד היחידות הרגולטוריות הוא מניעת פירוק של חלבונים שאינם מסומנים לפירוק,חלבון מסומן לדגרדציה נקשר בקצה ה-C טרמינלי שלו לתת היחידה הרגולטורית של הפרוטזאום,מוטציה שגורמת להחלפה של ליזינים באלנינים בחלבון מסוים עשויה למנוע שליחה שלו לפרוטאזום,,,3,יוביקוויטין ופרוטאזום,FALSE,,טל,בוחן 2
